customer_id,firstname,lastname,brand,first_order_date,last_order_date,days_since_last,lifespan_days,lifespan_years,total_orders,avg_order_value,total_spent,frequency_per_year,clv,clv_tier,is_dormant,order_year_month
1325,Hana,Patel,ALDO,2024-04-06,2025-11-10,120,703,1.93,15,392.43,5886.45,7.79,5886.45,HIGH,1,2025-11
1326,Arjun,Johnson,ALDO,2025-07-10,2025-12-29,71,243,0.67,18,127.14,2288.52,27.04,2288.52,HIGH,0,2025-12
1327,Aisha,Yilmaz,ALDO,2025-01-22,2025-05-03,311,412,1.13,3,549.02,1647.06,2.66,1647.06,MID,1,2025-05
1328,Sara,Wilson,ALDO,2024-10-19,2025-03-17,358,507,1.39,17,65.24,1109.08,12.24,1109.08,MID,1,2025-03
1329,David,Kumar,CASIO,2026-01-17,2026-01-27,42,52,0.14,11,519.33,5712.63,77.21,5712.63,HIGH,0,2026-01
1330,John,Kumar,ALDO,2025-06-27,2025-09-01,190,256,0.7,18,265.59,4780.62,25.66,4780.62,HIGH,1,2025-09
1331,James,Gomez,ALDO,2025-05-18,2025-08-31,191,296,0.81,10,273.52,2735.2,12.33,2735.2,HIGH,1,2025-08
1332,Fatima,Costa,CASIO,2024-05-14,2026-01-05,64,665,1.82,7,313.92,2197.44,3.84,2197.44,HIGH,0,2026-01
1333,Aisha,Nair,ALDO,2026-01-24,2026-02-02,36,45,0.12,15,61.78,926.7,121.67,926.7,MID,0,2026-02
1334,Sofia,Smith,ALDO,2024-04-06,2025-11-09,121,703,1.93,16,289.62,4633.92,8.31,4633.92,HIGH,1,2025-11
1335,Hana,Kumar,CASIO,2025-08-06,2025-10-18,143,216,0.59,15,224.4,3366.0,25.35,3366.0,HIGH,1,2025-10
1336,Arjun,Martin,CASIO,2025-02-15,2025-09-15,176,388,1.06,8,128.26,1026.08,7.53,1026.08,MID,1,2025-09
1337,Priya,Kumar,KANMO,2023-12-14,2025-10-18,143,817,2.24,6,426.65,2559.9,2.68,2559.9,HIGH,1,2025-10
1338,Lucas,Yilmaz,CASIO,2025-11-11,2025-12-11,89,119,0.33,6,182.42,1094.52,18.4,1094.52,MID,0,2025-12
1339,Lucas,Hassan,CASIO,2025-09-25,2025-11-19,111,166,0.45,16,261.48,4183.68,35.18,4183.68,HIGH,1,2025-11
1340,Zara,Martin,KANMO,2025-09-05,2025-10-01,160,186,0.51,17,465.76,7917.92,33.36,7917.92,HIGH,1,2025-10
1341,Fatima,Khan,KANMO,2025-03-08,2025-07-15,238,367,1.01,7,315.99,2211.93,6.96,2211.93,HIGH,1,2025-07
1342,Raj,Kumar,ALDO,2023-07-09,2024-08-02,585,975,2.67,11,453.93,4993.23,4.12,4993.23,HIGH,1,2024-08
1343,Omar,Ahmed,ALDO,2026-01-18,2026-02-03,35,51,0.14,4,432.73,1730.92,28.63,1730.92,MID,0,2026-02
1344,Lucas,Singh,CASIO,2023-07-04,2024-11-11,484,980,2.68,15,64.24,963.6,5.59,963.6,MID,1,2024-11
1345,Lena,Gomez,CASIO,2023-08-27,2024-01-17,783,926,2.54,16,496.75,7948.0,6.31,7948.0,HIGH,1,2024-01
1346,Aisha,Gomez,ALDO,2025-07-18,2025-09-01,190,235,0.64,10,96.39,963.9,15.53,963.9,MID,1,2025-09
1347,Mike,Gomez,ALDO,2026-01-17,2026-03-01,9,52,0.14,9,113.26,1019.34,63.17,1019.34,MID,0,2026-03
1348,Sara,Sharma,ALDO,2025-11-30,2026-02-24,14,100,0.27,18,149.3,2687.4,65.7,2687.4,HIGH,0,2026-02
1349,Arjun,Khan,CASIO,2025-07-13,2025-10-20,141,240,0.66,10,280.29,2802.9,15.21,2802.9,HIGH,1,2025-10
1350,Mike,Singh,ALDO,2023-12-29,2026-02-21,17,802,2.2,7,559.07,3913.49,3.19,3913.49,HIGH,0,2026-02
1351,Ali,Ahmed,ALDO,2025-08-05,2025-08-09,213,217,0.59,14,41.07,574.98,23.55,574.98,LOW,1,2025-08
1352,Lena,Gomez,ALDO,2025-10-02,2025-11-27,103,159,0.44,4,483.23,1932.92,9.18,1932.92,MID,1,2025-11
1353,Zara,Garcia,ALDO,2023-10-11,2025-03-18,357,881,2.41,4,493.98,1975.92,1.66,1975.92,MID,1,2025-03
1354,Aisha,Martin,CASIO,2025-01-16,2025-12-01,99,418,1.15,7,562.24,3935.68,6.11,3935.68,HIGH,1,2025-12
1355,Lena,Khan,ALDO,2024-10-21,2025-02-07,396,505,1.38,4,230.03,920.12,2.89,920.12,MID,1,2025-02
1356,Nina,Patel,KANMO,2024-05-02,2024-05-14,665,677,1.85,13,147.34,1915.42,7.01,1915.42,MID,1,2024-05
1357,Raj,Martin,CASIO,2024-07-18,2025-07-30,223,600,1.64,2,63.72,127.44,1.22,127.44,LOW,1,2025-07
1358,Sofia,Gomez,KANMO,2023-04-22,2023-11-16,845,1053,2.88,18,479.97,8639.46,6.24,8639.46,HIGH,1,2023-11
1359,Aisha,Lee,KANMO,2025-07-29,2025-12-29,71,224,0.61,11,589.31,6482.41,17.92,6482.41,HIGH,0,2025-12
1360,James,Patel,KANMO,2025-02-14,2026-01-05,64,389,1.07,11,587.36,6460.96,10.32,6460.96,HIGH,0,2026-01
1361,Nina,Sharma,KANMO,2026-01-03,2026-03-01,9,66,0.18,13,318.84,4144.92,71.89,4144.92,HIGH,0,2026-03
1362,Priya,Yilmaz,CASIO,2026-01-12,2026-01-26,43,57,0.16,1,379.4,379.4,6.4,379.4,LOW,0,2026-01
1363,Sara,Lee,ALDO,2023-09-15,2025-10-29,132,907,2.48,8,381.37,3050.96,3.22,3050.96,HIGH,1,2025-10
1364,Raj,Smith,KANMO,2023-04-24,2024-12-21,444,1051,2.88,7,112.21,785.47,2.43,785.47,LOW,1,2024-12
1365,Zara,Smith,ALDO,2023-08-15,2025-09-09,182,938,2.57,11,102.2,1124.2,4.28,1124.2,MID,1,2025-09
1366,Nina,Ahmed,CASIO,2023-10-13,2025-08-06,216,879,2.41,10,456.57,4565.7,4.15,4565.7,HIGH,1,2025-08
1367,Nina,Singh,KANMO,2024-09-30,2025-04-28,316,526,1.44,18,56.09,1009.62,12.49,1009.62,MID,1,2025-04
1368,Ali,Patel,CASIO,2023-12-20,2025-06-05,278,811,2.22,11,130.54,1435.94,4.95,1435.94,MID,1,2025-06
1369,Omar,Brown,KANMO,2025-09-18,2025-11-06,124,173,0.47,2,389.76,779.52,4.22,779.52,LOW,1,2025-11
1370,Raj,Singh,ALDO,2025-08-05,2025-09-18,173,217,0.59,19,340.59,6471.21,31.96,6471.21,HIGH,1,2025-09
1371,Raj,Singh,CASIO,2025-09-01,2025-12-19,81,190,0.52,15,204.09,3061.35,28.82,3061.35,HIGH,0,2025-12
1372,Sofia,Ali,KANMO,2025-02-12,2025-12-19,81,391,1.07,8,199.28,1594.24,7.47,1594.24,MID,0,2025-12
1373,Mike,Kumar,CASIO,2024-12-23,2025-05-11,303,442,1.21,16,71.01,1136.16,13.21,1136.16,MID,1,2025-05
1374,Arjun,Martin,KANMO,2025-03-02,2025-10-29,132,373,1.02,15,268.05,4020.75,14.68,4020.75,HIGH,1,2025-10
1375,John,Yilmaz,ALDO,2023-05-28,2023-06-17,997,1017,2.79,13,270.75,3519.75,4.67,3519.75,HIGH,1,2023-06
1376,Fatima,Yilmaz,CASIO,2025-04-02,2026-01-10,59,342,0.94,6,172.94,1037.64,6.4,1037.64,MID,0,2026-01
1377,John,Ahmed,KANMO,2024-07-08,2025-07-27,226,610,1.67,18,373.46,6722.28,10.77,6722.28,HIGH,1,2025-07
1378,Ali,Khan,ALDO,2023-06-23,2024-01-09,791,991,2.72,5,551.78,2758.9,1.84,2758.9,HIGH,1,2024-01
1379,Aisha,Wilson,CASIO,2024-01-04,2025-05-21,293,796,2.18,13,557.27,7244.51,5.96,7244.51,HIGH,1,2025-05
1380,Sara,Hassan,KANMO,2023-05-13,2025-02-01,402,1032,2.83,19,65.96,1253.24,6.72,1253.24,MID,1,2025-02
1381,Mike,Sharma,KANMO,2025-03-13,2025-06-20,263,362,0.99,14,575.33,8054.62,14.12,8054.62,HIGH,1,2025-06
1382,David,Singh,CASIO,2023-05-15,2025-06-07,276,1030,2.82,2,399.27,798.54,0.71,798.54,LOW,1,2025-06
1383,Ali,Lee,ALDO,2023-06-06,2023-07-11,973,1008,2.76,12,387.8,4653.6,4.35,4653.6,HIGH,1,2023-07
1384,Arjun,Chen,KANMO,2023-07-22,2025-06-18,265,962,2.64,5,171.22,856.1,1.9,856.1,MID,1,2025-06
1385,Aisha,Kumar,CASIO,2025-03-15,2025-03-21,354,360,0.99,4,468.31,1873.24,4.06,1873.24,MID,1,2025-03
1386,Lena,Martin,CASIO,2025-08-28,2026-01-07,62,194,0.53,7,528.7,3700.9,13.17,3700.9,HIGH,0,2026-01
1387,Aisha,Chen,KANMO,2024-05-31,2025-10-25,136,648,1.78,18,403.63,7265.34,10.14,7265.34,HIGH,1,2025-10
1388,Sofia,Wilson,KANMO,2023-10-20,2025-11-28,102,872,2.39,3,87.83,263.49,1.26,263.49,LOW,1,2025-11
1389,Ali,Gomez,ALDO,2024-08-07,2025-03-09,366,580,1.59,13,426.93,5550.09,8.18,5550.09,HIGH,1,2025-03
1390,David,Sharma,KANMO,2026-02-05,2026-02-11,27,33,0.09,3,469.9,1409.7,30.0,1274.52,MID,0,2026-02
1391,Lena,Lee,KANMO,2024-06-28,2025-09-12,179,620,1.7,6,126.43,758.58,3.53,758.58,LOW,1,2025-09
1392,Fatima,Chen,ALDO,2023-05-19,2024-05-25,654,1026,2.81,17,570.38,9696.46,6.05,9696.46,HIGH,1,2024-05
1393,Raj,Costa,ALDO,2025-01-24,2025-05-06,308,410,1.12,2,456.2,912.4,1.78,912.4,MID,1,2025-05
1394,Lena,Patel,KANMO,2023-08-21,2025-05-23,291,932,2.55,20,87.79,1755.8,7.83,1755.8,MID,1,2025-05
1395,Zara,Khan,KANMO,2025-08-17,2025-11-21,109,205,0.56,4,184.14,736.56,7.12,736.56,LOW,1,2025-11
1396,Priya,Khan,CASIO,2024-10-16,2025-06-17,266,510,1.4,16,411.86,6589.76,11.45,6589.76,HIGH,1,2025-06
1397,Sara,Hassan,ALDO,2024-08-13,2024-08-20,567,574,1.57,19,478.79,9097.01,12.08,9097.01,HIGH,1,2024-08
1398,Tom,Johnson,ALDO,2026-01-25,2026-02-18,20,44,0.12,20,324.04,6480.8,165.91,6480.8,HIGH,0,2026-02
1399,Zara,Ahmed,KANMO,2024-03-20,2025-11-28,102,720,1.97,14,218.52,3059.28,7.1,3059.28,HIGH,1,2025-11
1400,Sara,Wilson,ALDO,2024-01-31,2025-12-12,88,769,2.11,13,242.6,3153.8,6.17,3153.8,HIGH,0,2025-12
1401,Aisha,Lee,KANMO,2025-07-18,2025-07-18,235,235,0.64,15,525.56,7883.4,23.3,7883.4,HIGH,1,2025-07
1402,Nina,Wilson,ALDO,2025-06-02,2026-02-28,10,281,0.77,9,571.86,5146.74,11.69,5146.74,HIGH,0,2026-02
1403,Ali,Ahmed,KANMO,2023-06-11,2024-11-19,476,1003,2.75,14,404.63,5664.82,5.09,5664.82,HIGH,1,2024-11
1404,Nina,Nair,ALDO,2024-02-02,2024-03-19,721,767,2.1,11,414.81,4562.91,5.23,4562.91,HIGH,1,2024-03
1405,Mike,Martin,KANMO,2023-11-12,2025-12-07,93,849,2.33,20,481.53,9630.6,8.6,9630.6,HIGH,1,2025-12
1406,Raj,Lee,KANMO,2025-07-18,2026-01-21,48,235,0.64,13,193.97,2521.61,20.19,2521.61,HIGH,0,2026-01
1407,John,Yilmaz,CASIO,2023-04-12,2023-06-16,998,1063,2.91,5,311.31,1556.55,1.72,1556.55,MID,1,2023-06
1408,James,Garcia,CASIO,2023-06-28,2023-12-17,814,986,2.7,15,574.15,8612.25,5.55,8612.25,HIGH,1,2023-12
1409,John,Hassan,ALDO,2024-09-28,2025-05-02,312,528,1.45,6,458.12,2748.72,4.15,2748.72,HIGH,1,2025-05
1410,Tom,Singh,KANMO,2025-12-11,2025-12-31,69,89,0.24,11,544.02,5984.22,45.11,5984.22,HIGH,0,2025-12
1411,Lucas,Johnson,CASIO,2024-08-30,2025-12-30,70,557,1.53,4,407.65,1630.6,2.62,1630.6,MID,0,2025-12
1412,Arjun,Patel,ALDO,2024-03-29,2024-11-13,482,711,1.95,19,465.64,8847.16,9.75,8847.16,HIGH,1,2024-11
1413,Lucas,Martin,CASIO,2024-03-08,2025-03-29,346,732,2.01,13,401.0,5213.0,6.48,5213.0,HIGH,1,2025-03
1414,Priya,Patel,ALDO,2024-11-08,2025-03-20,355,487,1.33,4,192.31,769.24,3.0,769.24,LOW,1,2025-03
1415,Omar,Ahmed,KANMO,2025-01-19,2026-02-04,34,415,1.14,4,354.38,1417.52,3.52,1417.52,MID,0,2026-02
1416,Raj,Kumar,KANMO,2026-02-05,2026-02-24,14,33,0.09,2,364.28,728.56,20.0,658.7,LOW,0,2026-02
1417,Arjun,Chen,KANMO,2024-04-25,2025-05-03,311,684,1.87,5,323.86,1619.3,2.67,1619.3,MID,1,2025-05
1418,Fatima,Ahmed,ALDO,2025-07-05,2025-10-14,147,248,0.68,1,334.52,334.52,1.47,334.52,LOW,1,2025-10
1419,Omar,Nair,ALDO,2024-06-11,2025-01-21,413,637,1.75,16,415.99,6655.84,9.17,6655.84,HIGH,1,2025-01
1420,Meera,Hassan,KANMO,2025-04-16,2025-05-03,311,328,0.9,20,209.08,4181.6,22.26,4181.6,HIGH,1,2025-05
1421,Aisha,Smith,KANMO,2023-06-05,2025-03-12,363,1009,2.76,7,309.64,2167.48,2.53,2167.48,HIGH,1,2025-03
1422,Sara,Gomez,KANMO,2025-04-02,2025-07-18,235,342,0.94,8,427.73,3421.84,8.54,3421.84,HIGH,1,2025-07
1423,Lucas,Kumar,KANMO,2023-11-29,2024-09-30,526,832,2.28,6,594.86,3569.16,2.63,3569.16,HIGH,1,2024-09
1424,Aisha,Kumar,KANMO,2023-09-27,2025-08-21,201,895,2.45,16,594.43,9510.88,6.53,9510.88,HIGH,1,2025-08
1425,Lucas,Kumar,ALDO,2024-07-09,2025-04-24,320,609,1.67,7,428.14,2996.98,4.2,2996.98,HIGH,1,2025-04
1426,Sara,Yilmaz,ALDO,2025-05-16,2025-10-28,133,298,0.82,19,522.87,9934.53,23.27,9934.53,HIGH,1,2025-10
1427,James,Yilmaz,KANMO,2025-03-10,2025-12-30,70,365,1.0,5,279.08,1395.4,5.0,1395.4,MID,0,2025-12
1428,Ali,Wilson,ALDO,2024-12-06,2025-03-27,348,459,1.26,7,447.81,3134.67,5.57,3134.67,HIGH,1,2025-03
1429,David,Gomez,CASIO,2025-07-15,2026-01-04,65,238,0.65,5,241.52,1207.6,7.67,1207.6,MID,0,2026-01
1430,Sara,Hassan,ALDO,2025-07-27,2025-10-26,135,226,0.62,16,128.29,2052.64,25.84,2052.64,HIGH,1,2025-10
1431,Aisha,Singh,CASIO,2024-03-17,2025-11-14,116,723,1.98,14,582.59,8156.26,7.07,8156.26,HIGH,1,2025-11
1432,Arjun,Gomez,ALDO,2025-06-10,2025-10-11,150,273,0.75,13,305.96,3977.48,17.38,3977.48,HIGH,1,2025-10
1433,Aisha,Costa,CASIO,2024-01-02,2026-03-06,4,798,2.19,3,472.2,1416.6,1.37,1416.6,MID,0,2026-03
1434,John,Hassan,CASIO,2023-08-12,2024-08-22,565,941,2.58,1,94.0,94.0,0.39,94.0,LOW,1,2024-08
1435,Sofia,Johnson,KANMO,2023-04-02,2024-07-05,613,1073,2.94,1,362.44,362.44,0.34,362.44,LOW,1,2024-07
1436,James,Martin,KANMO,2025-07-30,2026-02-18,20,223,0.61,19,129.13,2453.47,31.1,2453.47,HIGH,0,2026-02
1437,Lucas,Gomez,KANMO,2025-05-28,2025-07-17,236,286,0.78,11,61.51,676.61,14.04,676.61,LOW,1,2025-07
1438,Meera,Johnson,KANMO,2025-12-30,2026-02-18,20,70,0.19,18,495.04,8910.72,93.86,8910.72,HIGH,0,2026-02
1439,Priya,Gomez,ALDO,2023-03-14,2023-11-23,838,1092,2.99,7,580.27,4061.89,2.34,4061.89,HIGH,1,2023-11
1440,Zara,Hassan,CASIO,2025-02-05,2025-02-07,396,398,1.09,18,282.16,5078.88,16.51,5078.88,HIGH,1,2025-02
1441,Tom,Smith,ALDO,2025-05-21,2025-09-03,188,293,0.8,6,75.5,453.0,7.47,453.0,LOW,1,2025-09
1442,Lucas,Gomez,ALDO,2025-05-29,2026-02-12,26,285,0.78,10,234.05,2340.5,12.81,2340.5,HIGH,0,2026-02
1443,Meera,Yilmaz,KANMO,2026-02-08,2026-02-15,23,30,0.08,10,51.55,515.5,100.0,423.7,LOW,0,2026-02
1444,Zara,Sharma,CASIO,2023-08-12,2024-01-02,798,941,2.58,19,307.0,5833.0,7.37,5833.0,HIGH,1,2024-01
1445,Sara,Singh,KANMO,2023-03-31,2024-06-02,646,1075,2.95,4,406.0,1624.0,1.36,1624.0,MID,1,2024-06
1446,Raj,Lee,ALDO,2025-01-19,2025-04-01,343,415,1.14,10,517.25,5172.5,8.8,5172.5,HIGH,1,2025-04
1447,Arjun,Martin,CASIO,2024-11-23,2025-09-21,170,472,1.29,12,184.5,2214.0,9.28,2214.0,HIGH,1,2025-09
1448,Lena,Kumar,ALDO,2024-09-04,2025-05-28,286,552,1.51,13,398.62,5182.06,8.6,5182.06,HIGH,1,2025-05
1449,Omar,Garcia,KANMO,2025-08-22,2025-10-26,135,200,0.55,14,565.61,7918.54,25.55,7918.54,HIGH,1,2025-10
1450,Raj,Wilson,ALDO,2025-09-17,2026-02-25,13,174,0.48,9,597.33,5375.97,18.88,5375.97,HIGH,0,2026-02
1451,Zara,Martin,CASIO,2023-03-29,2024-02-27,742,1077,2.95,14,497.4,6963.6,4.74,6963.6,HIGH,1,2024-02
1452,Priya,Garcia,KANMO,2025-12-17,2026-03-04,6,83,0.23,8,69.58,556.64,35.18,556.64,LOW,0,2026-03
1453,Mike,Ahmed,ALDO,2023-10-29,2024-01-04,796,863,2.36,11,393.1,4324.1,4.65,4324.1,HIGH,1,2024-01
1454,Aisha,Singh,KANMO,2025-04-15,2025-08-08,214,329,0.9,9,30.67,276.03,9.98,276.03,LOW,1,2025-08
1455,Hana,Chen,KANMO,2025-07-08,2026-01-24,45,245,0.67,4,126.05,504.2,5.96,504.2,LOW,0,2026-01
1456,Hana,Garcia,KANMO,2025-07-28,2025-12-10,90,225,0.62,12,427.76,5133.12,19.47,5133.12,HIGH,0,2025-12
1457,Aisha,Gomez,KANMO,2025-07-21,2026-03-07,3,232,0.64,2,123.18,246.36,3.15,246.36,LOW,0,2026-03
1458,Ali,Sharma,KANMO,2023-11-07,2025-03-09,366,854,2.34,19,98.35,1868.65,8.12,1868.65,MID,1,2025-03
1459,Sofia,Costa,CASIO,2025-03-27,2026-02-26,12,348,0.95,5,107.04,535.2,5.24,535.2,LOW,0,2026-02
1460,David,Ali,ALDO,2024-01-12,2026-01-05,64,788,2.16,8,414.97,3319.76,3.71,3319.76,HIGH,0,2026-01
1461,Tom,Martin,ALDO,2023-08-25,2024-08-21,566,928,2.54,15,313.78,4706.7,5.9,4706.7,HIGH,1,2024-08
1462,David,Ahmed,CASIO,2024-10-28,2025-04-02,342,498,1.36,3,569.79,1709.37,2.2,1709.37,MID,1,2025-04
1463,Lena,Chen,ALDO,2025-08-30,2025-09-18,173,192,0.53,8,568.3,4546.4,15.21,4546.4,HIGH,1,2025-09
1464,James,Khan,ALDO,2025-08-19,2026-02-25,13,203,0.56,10,343.64,3436.4,17.98,3436.4,HIGH,0,2026-02
1465,Lucas,Hassan,KANMO,2023-04-04,2024-01-08,792,1071,2.93,16,311.24,4979.84,5.45,4979.84,HIGH,1,2024-01
1466,Ali,Martin,KANMO,2026-01-11,2026-02-19,19,58,0.16,7,548.76,3841.32,44.05,3841.32,HIGH,0,2026-02
1467,Sara,Nair,CASIO,2024-03-04,2024-11-09,486,736,2.02,17,418.34,7111.78,8.43,7111.78,HIGH,1,2024-11
1468,Lena,Patel,KANMO,2025-02-28,2026-02-08,30,375,1.03,17,544.68,9259.56,16.55,9259.56,HIGH,0,2026-02
1469,David,Johnson,KANMO,2025-05-11,2026-01-29,40,303,0.83,12,572.68,6872.16,14.46,6872.16,HIGH,0,2026-01
1470,Nina,Garcia,KANMO,2025-02-24,2025-09-03,188,379,1.04,4,219.33,877.32,3.85,877.32,MID,1,2025-09
1471,Raj,Khan,ALDO,2024-06-24,2025-04-26,318,624,1.71,16,193.79,3100.64,9.36,3100.64,HIGH,1,2025-04
1472,Meera,Smith,CASIO,2023-11-25,2024-07-04,614,836,2.29,10,559.24,5592.4,4.37,5592.4,HIGH,1,2024-07
1473,Fatima,Ahmed,KANMO,2023-05-16,2023-09-10,912,1029,2.82,12,28.39,340.68,4.26,340.68,LOW,1,2023-09
1474,Lena,Kumar,KANMO,2024-02-15,2024-06-03,645,754,2.07,1,226.09,226.09,0.48,226.09,LOW,1,2024-06
1475,John,Sharma,KANMO,2026-01-21,2026-01-27,42,48,0.13,14,307.93,4311.02,106.46,4311.02,HIGH,0,2026-01
1476,Ali,Lee,CASIO,2025-03-31,2025-10-27,134,344,0.94,4,550.04,2200.16,4.24,2200.16,HIGH,1,2025-10
1477,Hana,Wilson,CASIO,2024-09-14,2025-05-03,311,542,1.48,16,252.33,4037.28,10.77,4037.28,HIGH,1,2025-05
1478,Fatima,Ali,KANMO,2025-01-31,2025-11-01,129,403,1.1,9,87.5,787.5,8.15,787.5,LOW,1,2025-11
1479,Raj,Hassan,ALDO,2025-04-28,2025-10-26,135,316,0.87,14,28.34,396.76,16.17,396.76,LOW,1,2025-10
1480,Zara,Smith,ALDO,2024-07-05,2024-08-15,572,613,1.68,5,251.86,1259.3,2.98,1259.3,MID,1,2024-08
1481,James,Garcia,ALDO,2024-12-28,2025-08-30,192,437,1.2,9,93.31,839.79,7.52,839.79,MID,1,2025-08
1482,Aisha,Lee,KANMO,2025-05-24,2025-11-06,124,290,0.79,13,313.57,4076.41,16.36,4076.41,HIGH,1,2025-11
1483,Mike,Sharma,ALDO,2025-07-03,2026-01-21,48,250,0.68,1,97.52,97.52,1.46,97.52,LOW,0,2026-01
1484,Arjun,Khan,ALDO,2024-10-12,2024-12-04,461,514,1.41,11,272.06,2992.66,7.81,2992.66,HIGH,1,2024-12
1485,David,Singh,KANMO,2023-06-01,2024-03-23,717,1013,2.78,10,304.41,3044.1,3.6,3044.1,HIGH,1,2024-03
1486,Priya,Costa,CASIO,2025-04-02,2025-12-19,81,342,0.94,6,168.44,1010.64,6.4,1010.64,MID,0,2025-12
1487,Priya,Sharma,CASIO,2024-09-20,2025-12-03,97,536,1.47,7,297.49,2082.43,4.77,2082.43,HIGH,1,2025-12
1488,Omar,Singh,CASIO,2025-02-02,2025-05-09,305,401,1.1,19,386.62,7345.78,17.29,7345.78,HIGH,1,2025-05
1489,Raj,Lee,ALDO,2025-05-14,2025-12-05,95,300,0.82,2,182.47,364.94,2.43,364.94,LOW,1,2025-12
1490,Aisha,Martin,KANMO,2026-01-03,2026-01-28,41,66,0.18,3,522.0,1566.0,16.59,1566.0,MID,0,2026-01
1491,David,Johnson,CASIO,2024-05-22,2026-03-01,9,657,1.8,8,152.52,1220.16,4.44,1220.16,MID,0,2026-03
1492,Tom,Wilson,ALDO,2023-04-01,2025-08-22,200,1074,2.94,2,199.97,399.94,0.68,399.94,LOW,1,2025-08
1493,Sara,Gomez,KANMO,2024-02-21,2026-02-18,20,748,2.05,14,167.01,2338.14,6.83,2338.14,HIGH,0,2026-02
1494,James,Costa,ALDO,2026-02-07,2026-02-10,28,31,0.08,11,146.89,1615.79,110.0,1372.31,MID,0,2026-02
1495,James,Wilson,CASIO,2025-07-17,2025-11-04,126,236,0.65,6,170.05,1020.3,9.28,1020.3,MID,1,2025-11
1496,Lucas,Lee,KANMO,2024-05-26,2024-09-17,539,653,1.79,4,409.64,1638.56,2.24,1638.56,MID,1,2024-09
1497,Sofia,Sharma,KANMO,2024-02-01,2026-03-01,9,768,2.1,12,452.19,5426.28,5.7,5426.28,HIGH,0,2026-03
1498,Aisha,Patel,CASIO,2024-01-09,2024-09-08,548,791,2.17,9,145.77,1311.93,4.15,1311.93,MID,1,2024-09
1499,Raj,Brown,ALDO,2025-05-17,2025-07-17,236,297,0.81,2,362.27,724.54,2.46,724.54,LOW,1,2025-07
1500,Arjun,Ahmed,CASIO,2023-08-11,2023-11-20,841,942,2.58,3,566.55,1699.65,1.16,1699.65,MID,1,2023-11
1501,Omar,Smith,KANMO,2023-06-13,2025-07-31,222,1001,2.74,7,331.8,2322.6,2.55,2322.6,HIGH,1,2025-07
1502,Lucas,Wilson,ALDO,2025-01-12,2025-08-14,208,422,1.16,18,434.17,7815.06,15.57,7815.06,HIGH,1,2025-08
1503,John,Johnson,KANMO,2023-08-05,2025-05-10,304,948,2.6,4,548.74,2194.96,1.54,2194.96,HIGH,1,2025-05
1504,Omar,Yilmaz,KANMO,2023-04-14,2023-05-28,1017,1061,2.91,6,369.51,2217.06,2.06,2217.06,HIGH,1,2023-05
1505,Lucas,Sharma,ALDO,2025-10-07,2025-11-24,106,154,0.42,13,309.64,4025.32,30.81,4025.32,HIGH,1,2025-11
1506,Aisha,Kumar,ALDO,2025-03-07,2025-10-17,144,368,1.01,17,245.89,4180.13,16.86,4180.13,HIGH,1,2025-10
1507,Sofia,Brown,CASIO,2024-08-01,2025-02-28,375,586,1.61,6,27.07,162.42,3.74,162.42,LOW,1,2025-02
1508,Meera,Costa,CASIO,2026-01-21,2026-02-22,16,48,0.13,15,314.7,4720.5,114.06,4720.5,HIGH,0,2026-02
1509,Lena,Singh,KANMO,2024-11-14,2025-04-14,330,481,1.32,9,342.49,3082.41,6.83,3082.41,HIGH,1,2025-04
1510,Tom,Lee,ALDO,2024-10-09,2025-08-03,219,517,1.42,2,392.78,785.56,1.41,785.56,LOW,1,2025-08
1511,Ali,Wilson,KANMO,2025-10-26,2025-12-28,72,135,0.37,7,332.39,2326.73,18.93,2326.73,HIGH,0,2025-12
1512,Lucas,Costa,CASIO,2024-01-15,2024-12-12,453,785,2.15,3,569.2,1707.6,1.39,1707.6,MID,1,2024-12
1513,Sara,Khan,CASIO,2025-05-11,2025-12-06,94,303,0.83,20,194.56,3891.2,24.09,3891.2,HIGH,1,2025-12
1514,Ali,Garcia,KANMO,2024-11-16,2025-11-25,105,479,1.31,9,126.62,1139.58,6.86,1139.58,MID,1,2025-11
1515,Tom,Nair,CASIO,2025-07-06,2026-01-06,63,247,0.68,13,568.75,7393.75,19.21,7393.75,HIGH,0,2026-01
1516,Tom,Brown,CASIO,2024-12-13,2026-02-04,34,452,1.24,15,151.87,2278.05,12.11,2278.05,HIGH,0,2026-02
1517,David,Wilson,CASIO,2023-11-22,2024-04-29,680,839,2.3,15,158.24,2373.6,6.53,2373.6,HIGH,1,2024-04
1518,Lena,Gomez,ALDO,2023-06-03,2023-09-06,916,1011,2.77,16,129.37,2069.92,5.78,2069.92,HIGH,1,2023-09
1519,Lena,Gomez,ALDO,2023-05-11,2024-05-14,665,1034,2.83,10,37.1,371.0,3.53,371.0,LOW,1,2024-05
1520,Nina,Ali,KANMO,2025-01-20,2025-02-24,379,414,1.13,5,66.43,332.15,4.41,332.15,LOW,1,2025-02
1521,Ali,Nair,CASIO,2023-11-07,2024-02-17,752,854,2.34,17,103.94,1766.98,7.27,1766.98,MID,1,2024-02
1522,Ali,Smith,ALDO,2023-12-28,2025-01-24,410,803,2.2,1,88.27,88.27,0.45,88.27,LOW,1,2025-01
1523,Arjun,Khan,ALDO,2024-09-18,2024-12-12,453,538,1.47,9,107.02,963.18,6.11,963.18,MID,1,2024-12
